摘要,事务密钥,事务ID,事务类型,状态,项目键,项目名称,项目类型,项目负责人,项目主管 ID,项目描述,优先级,解决方案,经办人,经办人 ID,报告人,报告人 ID,创建者,创建者 ID,已创建,已更新,最近查看过的,已解决,截止日期,表决,标签,描述,环境,管理关注列表,管理关注列表,管理关注列表,关注者 ID,关注者 ID,关注者 ID,登记工作日志,登记工作日志,原始预估,剩余估计量,所用时间,工作量比率,初始预估时间总计,Σ 剩余估计量,总耗费时间,安全级别,附件,附件,附件,附件,附件,附件,自定义字段 (Actual Result),自定义字段 (Affected Version),自定义字段 (Affected services),自定义字段 (Affects Versions),自定义字段 (Approvals),自定义字段 (Asset type),自定义字段 (Atlassian 项目),自定义字段 (Atlassian 项目状态),自定义字段 (BOM Name),自定义字段 (BOM name and version),自定义字段 (Bug Fix Point),自定义字段 (Category),自定义字段 (Client),自定义字段 (Customer Name),自定义字段 (Design Completion Date),自定义字段 (Device),自定义字段 (End Date),自定义字段 (Epic Color),自定义字段 (Epic Name),自定义字段 (Epic Status),自定义字段 (Expected Due Date),自定义字段 (Expected Result),自定义字段 (Feasibility Completion Date),自定义字段 (Fix Versions),自定义字段 (Issue color),自定义字段 (Locked forms),自定义字段 (Open forms),自定义字段 (Pain Point ),自定义字段 (Priority),自定义字段 (Prod Approved By),自定义字段 (Production Completion Date),自定义字段 (Production Only),自定义字段 (Production Status),自定义字段 (Project),自定义字段 (Project overview key),自定义字段 (Project overview status),自定义字段 (R&D completion time),自定义字段 (Rank),自定义字段 (Reference),自定义字段 (Reproduction),自定义字段 (Request Type),自定义字段 (Request language),自定义字段 (Request participants),自定义字段 (Resolution),自定义字段 (Resolver),自定义字段 (Resolver),自定义字段 (Resolver)ID,自定义字段 (Resolver),满意度评级,自定义字段 (Satisfaction date),自定义字段 (Scheduled Completion Date),自定义字段 (Sentiment),自定义字段 (Solution),自定义字段 (Solution Approach),自定义字段 (Staging Approved By),自定义字段 (Staging Completion Date),自定义字段 (Staging Status),自定义字段 (Start date),自定义字段 (Story Points),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Submitted forms),自定义字段 (Tag),自定义字段 (Target Completion Date),自定义字段 (Target Timeline),自定义字段 (Target end),自定义字段 (Target start),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Team),自定义字段 (Time to first response),自定义字段 (Time to resolution),自定义字段 (Total forms),自定义字段 (Trade Show Date),自定义字段 (Version),自定义字段 (Version Type),自定义字段 (Vulnerability),自定义字段 (Workflow Needed),自定义字段 ([CHART] Date of First Response),自定义字段 ([CHART] Time in Status),自定义字段 (development),自定义字段 (交付状态),自定义字段 (交付进度),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (优先级),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (值),自定义字段 (工作类别),自定义字段 (工作量),自定义字段 (已链接的项目),自定义字段 (影响),自定义字段 (影响分数),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (微软),自定义字段 (想法已归档),自定义字段 (想法归档时间),自定义字段 (想法的简短描述),自定义字段 (截至日期),自定义字段 (报告人),自定义字段 (报告人)ID,自定义字段 (提测时间),自定义字段 (文档),自定义字段 (时间跟踪),自定义字段 (时间跟踪),自定义字段 (洞察信息),自定义字段 (环境),自定义字段 (环境),自定义字段 (环境),自定义字段 (目标),自定义字段 (类别),自定义字段 (置信度),自定义字段 (规格准备就绪),自定义字段 (设计准备就绪),自定义字段 (评论),自定义字段 (路线图),自定义字段 (重点领域),自定义字段 (项目),自定义字段 (项目开始),自定义字段 (项目目标),自定义字段 (预算),评论,评论,评论,评论,评论,父项,父项关键字,Parent summary,状态类别,状态类别已更改
Remote Dispaly 结构细节设计,DC320-79,42722,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:00 上午,05/十一月/25 10:52 下午,,05/十一月/25 10:52 下午,04/十一月/25 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22ce1c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:r,,,,,,,,,,,,,,,,,,,,30/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_1190098823_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/十一月/25 10:42 下午;712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2;已经完成电路板的布局检查,,,,,36607,DC320-17,结构设计 Structural design,完成,05/十一月/25 10:52 下午
Remote Dispaly 第一版3D打印样机试装,DC320-80,42723,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:01 上午,27/十一月/25 6:00 上午,,27/十一月/25 6:00 上午,28/十一月/25 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4bf715ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:v,,,,,,,,,,,,,,,,,,,,05/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_1875149096_*|*_11681_*:*_1_*:*_11980_*|*_11680_*:*_2_*:*_1829473389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/十一月/25 10:54 下午;712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2;display本周发出手板加工
电路板预计17号到样",12/十一月/25 9:41 下午;712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2;display跟随表本体任务做节点更新。,,,,36607,DC320-17,结构设计 Structural design,完成,27/十一月/25 6:00 上午
Remote Dispaly 优化设计&图纸确认,DC320-81,42724,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:01 上午,18/十二月/25 4:34 上午,,18/十二月/25 4:34 上午,02/十二月/25 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f26be07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:x,,,,,,,,,,,,,,,,,,,,28/十一月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_3704612912_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,完成,18/十二月/25 4:34 上午
Remote Dispaly 最终版3D打印样机,DC320-82,42725,子任务,IN PROGRESS正在进行,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:01 上午,25/十二月/25 8:18 下午,,,31/十二月/25 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b700648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:y,,,,,,,,,,,,,,,,,,,,03/十二月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/十二月/25 8:18 下午;712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2;随表体本周外发3D打印,,,,,36607,DC320-17,结构设计 Structural design,正在进行,25/十二月/25 8:18 下午
Remote Dispaly 开模风险评估,DC320-83,42726,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:01 上午,11/一月/26 9:42 下午,,,16/一月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6011383d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:z,,,,,,,,,,,,,,,,,,,,17/十二月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:01 上午
Remote Dispaly 最终结构评审,DC320-84,42727,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:01 上午,11/一月/26 9:42 下午,,,16/一月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@596fb35c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:zi,,,,,,,,,,,,,,,,,,,,24/十二月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:01 上午
Remote Dispaly 供应商开模,DC320-85,42728,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:02 上午,16/十一月/25 8:03 下午,,,09/二月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56e84544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:zr,,,,,,,,,,,,,,,,,,,,26/十二月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:02 上午
Remote Dispaly T0样品验证,DC320-86,42729,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:02 上午,16/十一月/25 8:04 下午,,,16/二月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@627f30bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:zv,,,,,,,,,,,,,,,,,,,,10/二月/26 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:02 上午
Remote Dispaly 模具调整,DC320-87,42730,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:02 上午,16/十一月/25 8:04 下午,,,06/三月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@65bb9f8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:zx,,,,,,,,,,,,,,,,,,,,17/二月/26 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:02 上午
Remote Dispaly T1模具样品评审,DC320-88,42731,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:02 上午,16/十一月/25 8:04 下午,,,26/三月/26 12:00 上午,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4069ec21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hu:zy,,,,,,,,,,,,,,,,,,,,09/三月/26 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:02 上午
Remote Dispaly 小批量试产,DC320-89,42732,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,Wenbo Quan,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,15/十月/25 7:03 上午,16/十一月/25 8:08 下午,,,,0,,,,Wenbo Quan,,,712020:9ce54b7b-7d3f-4e7c-bc5c-ed98cb7903b2,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15742aee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i034hv:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607,DC320-17,结构设计 Structural design,待办,15/十月/25 7:03 上午
Remote Display需求分析,DC320-90,42992,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:52 下午,20/十月/25 8:59 下午,,20/十月/25 8:59 下午,17/十月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4006873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w6h:,,,,,,,,,,,,,,,,,,,,04/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_79617393_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,20/十月/25 8:59 下午
Remote Display 原理图设计,DC320-91,42993,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:53 下午,20/十月/25 9:00 下午,,20/十月/25 9:00 下午,17/十月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17d6443b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w6p:,,,,,,,,,,,,,,,,,,,,13/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_79609583_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,20/十月/25 9:00 下午
Remote Display 原理图Review与后续原理图优化,DC320-92,42995,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:55 下午,27/十月/25 9:06 下午,,27/十月/25 9:06 下午,22/十月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@eeb646d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w75:,,,,,,,,,,,,,,,,,,,,20/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_250730430_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/十月/25 8:35 下午;712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df;1.分立模块是否要铅封开关，需要崔总和王总沟通后添加,27/十月/25 9:06 下午;712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df;1.已明确需求，去除铅封开关与脉冲灯，原理图修改与检查完毕,,,,36585,DC320-1,硬件设计 Hardware design,完成,27/十月/25 9:06 下午
Remote Display BOM物料清单生成,DC320-93,42996,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:55 下午,23/十月/25 5:49 上午,,23/十月/25 5:49 上午,23/十月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56d8e7aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w7d:,,,,,,,,,,,,,,,,,,,,22/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_283966060_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/十月/25 5:49 上午;712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df;1.铅封开关是否添加还未确定，缺少此颗物料，其余物料已准备。,,,,,36585,DC320-1,硬件设计 Hardware design,完成,23/十月/25 5:49 上午
Remote Display 研发元器件样品采购,DC320-94,42997,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:55 下午,26/十月/25 10:54 下午,,26/十月/25 10:54 下午,24/十月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e5fb349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w7l:,,,,,,,,,,,,,,,,,,,,23/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_604695066_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/十月/25 10:54 下午;712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df;1.采购单已提交,,,,,36585,DC320-1,硬件设计 Hardware design,完成,26/十月/25 10:54 下午
Remote Display PCB Layout,DC320-95,42998,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:56 下午,24/十一月/25 12:21 上午,,03/十一月/25 7:35 下午,04/十一月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e08e59e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w7t:,,,,,,,,,,,,,,,,,,,,24/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_886426720_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,03/十一月/25 7:35 下午
Remote Display PCB Layout Review以及后续修改,DC320-96,42999,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,Yan Li,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,19/十月/25 10:56 下午,03/十一月/25 7:35 下午,,03/十一月/25 7:35 下午,03/十一月/25 12:00 上午,0,,,,Yan Li,,,712020:9b0c3ba0-c41e-41b1-8cdb-da7c2fe260df,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c78927e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i03w81:,,,,,,,,,,,,,,,,,,,,30/十月/25 12:00 上午,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_886433641_*|*_11680_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,DC320-1,硬件设计 Hardware design,完成,03/十一月/25 7:35 下午
